id,longitude,latitude,is_geocoding_exact
96,-74.001,41.152,TRUE
97,-81.329,28.482,TRUE
98,-97.712,33.787,TRUE
99,-68.104,46.159,TRUE
100,-96.751,32.655,TRUE
101,-90.054,35.025,TRUE
102,-107.454,39.573,TRUE
103,-119.101,46.228,TRUE
104,-121.876,37.316,TRUE
105,-85.724,32.864,TRUE
107,-94.64,39.071,TRUE
108,-75.908,40.329,TRUE
109,-88.572,35.95,TRUE
110,-110.628,32.614,TRUE
111,-76.44,39.299,TRUE
112,-99.474,27.554,TRUE
113,-88.205,34.804,TRUE
114,-122.437,45.175,TRUE
115,-80.208,25.951,TRUE
116,-111.09,32.359,TRUE
117,-116.222,43.579,TRUE
118,-111.624,40.103,TRUE
119,-81.169,35.229,TRUE
120,-93.319,37.225,TRUE
121,-84.701,42.514,TRUE
122,-71.284,42.614,TRUE
124,-80.819,35.25,TRUE
125,-97.1,32.874,TRUE
126,-86.824,33.482,TRUE
127,-86.724,33.564,TRUE
129,-105.665,33.448,TRUE
130,-85.992,39.793,TRUE
131,-80.645,27.99,TRUE
132,-90.956,30.455,TRUE
133,-84.695,33.911,TRUE
134,-83.598,34.631,TRUE
135,-86.362,32.53,TRUE
136,-75.433,40.632,TRUE
137,-95.933,41.244,TRUE
138,-88.058,44.527,TRUE
140,-115.055,36.241,TRUE
141,-81.95,28.104,TRUE
142,-122.414,37.751,TRUE
143,-89.092,30.425,TRUE
144,-83.902,31.55,TRUE
145,-87.379,39.463,TRUE
146,-117.879,33.747,TRUE
147,-82.408,34.633,TRUE
148,-90.232,38.598,TRUE
149,-110.99,32.23,TRUE
150,-92.294,38.946,TRUE
151,-77.548,35.918,TRUE
152,-114.451,33.619,TRUE
153,-84.837,42.756,TRUE
154,-95.622,29.704,TRUE
155,-88.604,30.789,TRUE
156,-118.245,34.043,TRUE
157,-88.074,41.522,TRUE
158,-75.609,38.38,TRUE
159,-111.931,33.44,TRUE
160,-81.254,28.887,TRUE
161,-121.286,37.948,TRUE
162,-87.904,42.968,TRUE
163,-118.345,34.151,TRUE
164,-96.682,40.875,TRUE
165,-89.365,43.083,TRUE
166,-104.916,39.735,TRUE
168,-112.043,33.469,TRUE
169,-117.94,33.819,TRUE
170,-97.583,35.426,TRUE
172,-84.267,33.88,TRUE
173,-82.626,35.269,TRUE
174,-109.01,40.246,TRUE
175,-80.749,28.351,TRUE
176,-81.641,41.45,TRUE
177,-91.169,30.536,TRUE
178,-81.184,32.165,TRUE
179,-117.655,34.05,TRUE
181,-90,35.158,TRUE
182,-117.868,33.743,TRUE
183,-114.026,35.204,TRUE
184,-87.891,30.862,TRUE
185,-86.849,33.417,TRUE
187,-76.983,38.882,TRUE
188,-122.274,38.306,TRUE
189,-94.487,38.947,TRUE
190,-117.43,34.078,TRUE
191,-118.229,33.971,TRUE
192,-80.596,40.331,TRUE
193,-87.835,42.583,TRUE
194,-98.536,29.513,TRUE
195,-90.303,31.326,TRUE
196,-93.025,44.954,TRUE
197,-81.242,35.204,TRUE
198,-122.899,42.33,TRUE
199,-78.751,34.64,TRUE
200,-122.422,37.789,TRUE
201,-95.104,30.815,TRUE
202,-121.504,38.682,TRUE
203,-112.203,33.582,TRUE
204,-84.279,30.461,TRUE
205,-119.015,35.376,TRUE
206,-87.287,34.566,TRUE
207,-81.609,41.529,TRUE
208,-116.58,43.704,TRUE
209,-81.68,30.379,TRUE
210,-122.273,49,TRUE
211,-119.336,35.355,TRUE
212,-90.265,29.993,TRUE
213,-96.323,34.506,TRUE
214,-109.138,36.466,TRUE
215,-112.001,34.713,TRUE
216,-78.047,43.19,TRUE
217,-87.073,39.534,TRUE
218,-82.999,40.03,TRUE
219,-122.222,38.133,TRUE
220,-122.53,45.506,TRUE
221,-73.238,40.74,TRUE
222,-121.959,37.361,TRUE
223,-76.37,36.819,TRUE
224,-121.841,37.302,TRUE
225,-88.475,43.782,TRUE
226,-84.477,33.866,TRUE
227,-79.462,33.819,TRUE
228,-118.292,33.94,TRUE
229,-112.203,33.638,TRUE
230,-94.91,38.818,TRUE
231,-118.271,33.793,TRUE
232,-119.183,34.228,TRUE
233,-78.841,39.469,TRUE
234,-71.089,42.313,TRUE
235,-117.242,33.05,TRUE
236,-80.328,27.435,TRUE
237,-119.003,35.396,TRUE
238,-71.878,42.056,TRUE
239,-85.889,37.735,TRUE
242,-123.181,44.091,TRUE
243,-82.49,28.102,TRUE
244,-94.971,29.733,TRUE
245,-76.77,39.115,TRUE
246,-118.337,33.902,TRUE
247,-74.71,40.217,TRUE
248,-90.582,41.5,TRUE
249,-95.94,36.184,TRUE
250,-92.407,31.346,TRUE
251,-88.677,37.176,TRUE
252,-78.128,39.191,TRUE
253,-87.845,42.452,TRUE
254,-117.852,33.836,TRUE
255,-106.193,35.056,TRUE
256,-80.014,32.899,TRUE
257,-112.144,33.655,TRUE
258,-118.414,35.127,TRUE
259,-86.273,39.681,TRUE
260,-90.048,29.877,TRUE
261,-112.049,43.642,TRUE
262,-97.057,35.339,TRUE
263,-98.427,29.489,TRUE
265,-118.212,34.041,TRUE
266,-121.995,37.404,TRUE
267,-86.835,30.413,TRUE
268,-86.879,40.879,TRUE
269,-77.158,39.859,TRUE
270,-82.006,35.023,TRUE
272,-122.202,39.935,TRUE
273,-95.762,39.054,TRUE
274,-96.134,36.092,TRUE
275,-86.109,39.813,TRUE
276,-97.34,35.404,TRUE
277,-78.491,35.064,TRUE
278,-90.135,38.892,TRUE
279,-96.823,32.662,TRUE
280,-90.718,35.834,TRUE
281,-80.212,25.844,TRUE
282,-81.912,34.904,TRUE
283,-95.173,29.806,TRUE
284,-92.326,38.948,TRUE
285,-105.192,38.446,TRUE
286,-117.721,34.051,TRUE
287,-119.281,35.5,TRUE
288,-87.572,41.761,TRUE
289,-116.954,33.744,TRUE
290,-90.244,38.724,TRUE
291,-112.039,33.48,TRUE
292,-85.702,30.171,TRUE
293,-84.66,37.868,TRUE
294,-102.983,41.122,TRUE
295,-98.35,26.282,TRUE
296,-122.485,47.16,TRUE
297,-81.2,34.073,TRUE
298,-118.205,34.072,TRUE
300,-76.34,36.83,TRUE
301,-109.917,31.401,TRUE
302,-73.794,40.71,TRUE
303,-97.304,32.769,TRUE
304,-105.257,39.938,TRUE
305,-118.438,34.323,TRUE
306,-95.157,34.133,TRUE
307,-118.174,33.781,TRUE
309,-122.997,44.914,TRUE
310,-94.887,36.897,TRUE
311,-104.493,37.176,TRUE
312,-97.001,28.878,TRUE
313,-73.982,40.725,TRUE
314,-81.812,28.567,TRUE
315,-94.772,35.745,TRUE
316,-119.601,36.211,TRUE
317,-117.956,33.696,TRUE
318,-83.236,42.366,TRUE
319,-82.516,40.739,TRUE
320,-89.966,30.019,TRUE
321,-88.941,37.731,TRUE
322,-97.949,35.04,TRUE
323,-111.8,33.39,TRUE
324,-121.492,38.37,TRUE
325,-84.39,33.752,TRUE
326,-77.502,36.611,TRUE
327,-86.779,36.054,TRUE
328,-117.206,32.754,TRUE
329,-106.342,31.694,TRUE
330,-75.603,39.28,TRUE
331,-109.996,40.306,TRUE
332,-96.642,32.958,TRUE
333,-96.642,32.958,TRUE
334,-106.687,35.052,TRUE
335,-83.245,37.38,TRUE
336,-119.168,46.202,TRUE
337,-118.472,33.988,TRUE
338,-118.044,34.054,TRUE
339,-80.746,37.058,TRUE
340,-78.526,35.951,TRUE
342,-73.98,41.518,TRUE
344,-110.923,33.079,TRUE
345,-76.008,43.266,TRUE
346,-90.072,29.86,TRUE
348,-122.489,47.229,TRUE
351,-81.481,29.973,TRUE
352,-81.739,30.213,TRUE
353,-117.613,33.655,TRUE
354,-157.862,21.31,TRUE
355,-85.641,42.229,TRUE
356,-81.278,29.85,TRUE
357,-89.069,42.25,TRUE
358,-121.434,38.552,TRUE
359,-87.634,41.603,TRUE
360,-117.154,32.802,TRUE
361,-82.659,27.82,TRUE
362,-105.673,33.357,TRUE
363,-77.105,38.873,TRUE
364,-92.008,34.967,TRUE
365,-108.556,39.074,TRUE
366,-76.3,40.042,TRUE
367,-87.123,37.724,TRUE
368,-95.957,41.324,TRUE
369,-81.429,40.965,TRUE
370,-105.45,44.302,TRUE
371,-106.423,31.904,TRUE
372,-80.184,26.107,TRUE
373,-80.078,32.858,TRUE
374,-74.041,40.901,TRUE
375,-79.938,32.778,TRUE
376,-79.075,40.033,TRUE
377,-93.515,38.658,TRUE
378,-109.33,34.094,TRUE
379,-83.187,42.386,TRUE
380,-97.721,30.332,TRUE
381,-86.564,34.614,TRUE
382,-73.889,40.657,TRUE
383,-93.708,32.517,TRUE
384,-122.014,47.838,TRUE
385,-74.113,40.444,TRUE
386,-97.455,35.634,TRUE
387,-83.206,33.344,TRUE
388,-118.139,33.785,TRUE
389,-116.699,32.751,TRUE
390,-80.797,34.794,TRUE
391,-104.976,39.894,TRUE
392,-85.049,33.59,TRUE
393,-83.216,42.14,TRUE
394,-74.125,40.812,TRUE
395,-95.891,35.842,TRUE
396,-123.446,42.36,TRUE
397,-111.986,34.69,TRUE
398,-86.709,36.126,TRUE
400,-95.616,31.734,TRUE
401,-77.694,43.208,TRUE
402,-71.14,42.276,TRUE
403,-97.517,32.869,TRUE
404,-96.864,32.301,TRUE
405,-95.214,29.619,TRUE
406,-74.741,40.953,TRUE
407,-119.223,35.787,TRUE
408,-106.756,34.751,TRUE
409,-120.439,34.97,TRUE
410,-79.907,39.623,TRUE
411,-82.25,27.059,TRUE
412,-121.751,36.905,TRUE
413,-102.139,32.009,TRUE
414,-104.326,39.734,TRUE
415,-122.243,37.809,TRUE
416,-80.606,28.084,TRUE
417,-122.75,45.903,TRUE
419,-117.922,33.847,TRUE
420,-112.257,33.631,TRUE
421,-83.662,41.037,TRUE
422,-95.617,30.031,TRUE
423,-84.546,39.164,TRUE
424,-93.698,41.623,TRUE
425,-73.896,40.856,TRUE
426,-80.105,26.276,TRUE
428,-80.2,25.787,TRUE
429,-98.355,29.523,TRUE
430,-74.04,40.907,TRUE
431,-86.165,40.469,TRUE
432,-85.156,41.098,TRUE
433,-85.76,38.235,TRUE
434,-96.708,32.648,TRUE
436,-80.792,28.36,TRUE
437,-119.951,38.951,TRUE
438,-119.313,36.305,TRUE
439,-98.863,47.937,TRUE
440,-86.625,32.886,TRUE
441,-103.135,32.732,TRUE
442,-73.968,40.576,TRUE
443,-71.101,42.351,TRUE
444,-84.394,39.156,TRUE
445,-104.704,40.427,TRUE
446,-87.573,41.766,TRUE
447,-117.9,34.129,TRUE
448,-95.442,30.03,TRUE
449,-80.887,36.229,TRUE
450,-121.29,38.677,TRUE
451,-82.02,33.415,TRUE
452,-80.005,40.409,TRUE
453,-86.12,39.826,TRUE
454,-97.944,38.063,TRUE
455,-97.795,32.736,TRUE
456,-96.158,41.278,TRUE
457,-76.517,37.179,TRUE
458,-76.806,39.411,TRUE
459,-119.659,37.08,TRUE
460,-74.285,44.743,TRUE
461,-98.64,29.418,TRUE
462,-94.979,35.909,TRUE
463,-122.536,45.536,TRUE
464,-74.069,43.208,TRUE
465,-83.388,35.194,TRUE
467,-123.384,42.646,TRUE
468,-71.014,42.053,TRUE
469,-117.164,32.99,TRUE
470,-81.626,30.3,TRUE
472,-118.187,34.671,TRUE
473,-75.088,39.963,TRUE
474,-80.134,25.813,TRUE
475,-117.894,34.024,TRUE
476,-97.444,35.414,TRUE
477,-83.28,36.196,TRUE
478,-76.4,36.984,TRUE
479,-115.043,36.057,TRUE
480,-121.872,37.662,TRUE
481,-97.74,30.269,TRUE
482,-118.071,33.833,TRUE
483,-97.702,30.38,TRUE
484,-97.576,35.418,TRUE
485,-71.976,44.153,TRUE
486,-118.406,34.322,TRUE
487,-120.579,37.339,TRUE
489,-95.519,29.595,TRUE
490,-111.821,33.405,TRUE
491,-96.827,32.758,TRUE
492,-119.013,35.307,TRUE
493,-98.137,26.259,TRUE
494,-74.428,39.369,TRUE
495,-94.422,39.137,TRUE
496,-85.906,37.718,TRUE
497,-122.784,45.469,TRUE
499,-112.84,37.839,TRUE
500,-112.1,33.597,TRUE
501,-87.608,41.759,TRUE
502,-122.127,37.15,TRUE
503,-94.565,39.001,TRUE
504,-118.344,34.059,TRUE
505,-115.217,36.144,TRUE
506,-83.97,33.576,TRUE
507,-87.608,41.702,TRUE
508,-121.558,39.092,TRUE
509,-105.047,39.701,TRUE
510,-97.91,30.247,TRUE
511,-87.815,41.881,TRUE
512,-106.354,42.834,TRUE
513,-80.201,26.118,TRUE
514,-84.212,33.823,TRUE
515,-122.275,41.2,TRUE
517,-118.472,33.999,TRUE
518,-81.916,28.579,TRUE
520,-85.25,44.103,TRUE
521,-88.019,43.036,TRUE
522,-80.493,25.462,TRUE
523,-94.644,39.048,TRUE
524,-85.245,35.096,TRUE
525,-104.826,41.117,TRUE
526,-86.375,31.288,TRUE
527,-117.228,33.939,TRUE
528,-122.304,47.676,TRUE
529,-114.64,34.884,TRUE
530,-89.874,35.05,TRUE
531,-97.472,25.897,TRUE
532,-81.334,28.522,TRUE
533,-105.1,40.565,TRUE
534,-112.152,33.553,TRUE
535,-101.04,39.398,TRUE
536,-84.513,39.122,TRUE
537,-94.357,29.83,TRUE
538,-122.027,37.556,TRUE
539,-84.799,34.313,TRUE
540,-80.129,26.19,TRUE
541,-81.893,31.679,TRUE
542,-89.646,42.6,TRUE
543,-74.986,40.097,TRUE
544,-97.489,35.495,TRUE
545,-84.214,39.804,TRUE
546,-78.947,33.708,TRUE
547,-105.39,42.72,TRUE
548,-121.018,38.975,TRUE
549,-93.41,44.985,TRUE
550,-118.398,34.143,TRUE
551,-80.433,36.329,TRUE
552,-90.017,29.956,TRUE
553,-84.735,30.849,TRUE
554,-115.106,36.159,TRUE
555,-82.28,29.505,TRUE
556,-93.789,32.482,TRUE
558,-81.229,34.077,TRUE
559,-90.628,29.542,TRUE
560,-105.271,40.018,TRUE
561,-90.181,35.886,TRUE
562,-106.797,32.312,TRUE
563,-111.83,41.738,TRUE
564,-119.728,38.906,TRUE
565,-122.27,41.236,TRUE
566,-97.331,32.754,TRUE
567,-118.055,33.972,TRUE
568,-106.643,35.073,TRUE
569,-104.523,33.395,TRUE
571,-110.973,32.272,TRUE
573,-122.269,37.827,TRUE
574,-76.571,40.279,TRUE
575,-77.791,37.511,TRUE
576,-85.378,40.176,TRUE
577,-117.465,33.299,TRUE
578,-88.175,40.308,TRUE
579,-85.752,38.253,TRUE
580,-88.026,42.972,TRUE
581,-156.483,20.894,TRUE
582,-77.467,37.548,TRUE
583,-86.652,36.051,TRUE
584,-122.484,47.206,TRUE
585,-84.594,38.99,TRUE
586,-106.444,31.813,TRUE
587,-97.093,32.68,TRUE
588,-115.245,36.106,TRUE
589,-119.898,36.808,TRUE
591,-77.37,35.584,TRUE
592,-118.156,33.875,TRUE
593,-95.944,29.789,TRUE
594,-80.247,32.981,TRUE
595,-81.24,35.193,TRUE
596,-117.4,47.706,TRUE
598,-97.128,34.157,TRUE
600,-121.843,37.355,TRUE
602,-116.561,48.282,TRUE
603,-97.173,31.58,TRUE
604,-102.384,31.882,TRUE
605,-122.271,37.804,TRUE
606,-117.015,33.745,TRUE
607,-83.513,41.632,TRUE
608,-103.131,32.774,TRUE
609,-118.343,34.009,TRUE
610,-74.161,40.63,TRUE
611,-98.721,29.79,TRUE
612,-76.916,38.865,TRUE
613,-72.447,41.79,TRUE
614,-122.027,37.395,TRUE
615,-117.87,35.702,TRUE
616,-119.722,39.184,TRUE
617,-70.877,42.064,TRUE
618,-121.834,37.295,TRUE
619,-99.122,30.051,TRUE
620,-95.313,29.799,TRUE
621,-121.828,37.273,TRUE
622,-90.256,38.658,TRUE
623,-83.265,42.604,TRUE
624,-118.202,48.117,TRUE
625,-82.875,35.512,TRUE
626,-117.593,34.019,TRUE
627,-81.627,39.553,TRUE
628,-87.493,33.207,TRUE
629,-122.924,47.286,TRUE
631,-78.511,36.008,TRUE
632,-93.629,47.263,TRUE
633,-119.047,35.411,TRUE
635,-77.17,38.265,TRUE
636,-73.707,42.723,TRUE
637,-115.255,36.168,TRUE
638,-81.845,30.333,TRUE
639,-86.512,34.274,TRUE
640,-74.138,40.099,TRUE
641,-79.928,35.896,TRUE
642,-106.035,35.606,TRUE
643,-75.608,39.958,TRUE
644,-82.302,28.061,TRUE
645,-112.134,33.466,TRUE
646,-80.185,25.897,TRUE
647,-86.594,36.267,TRUE
648,-86.58,35.517,TRUE
649,-111.987,40.606,TRUE
650,-122.251,37.812,TRUE
651,-117.1,32.792,TRUE
652,-118.451,34.205,TRUE
653,-96.753,32.771,TRUE
654,-98.651,29.669,TRUE
655,-111.65,40.11,TRUE
656,-73.825,40.908,TRUE
657,-94.783,32.526,TRUE
658,-115.125,36.22,TRUE
659,-98.616,29.554,TRUE
660,-87.671,41.851,TRUE
661,-96.768,35.976,TRUE
662,-110.96,32.147,TRUE
663,-105.028,40.407,TRUE
664,-81.222,37.269,TRUE
665,-81.445,41.338,TRUE
666,-104.419,32.827,TRUE
667,-112.543,34.72,TRUE
668,-119.764,36.735,TRUE
669,-98.014,43.714,TRUE
670,-123.704,41.187,TRUE
671,-97.634,32.917,TRUE
672,-71.518,42.867,TRUE
673,-86.615,38.547,TRUE
674,-78.882,35.984,TRUE
675,-117.647,34.034,TRUE
676,-76.125,36.79,TRUE
677,-76.125,36.79,TRUE
678,-80.236,25.769,TRUE
679,-93.727,32.485,TRUE
680,-103.122,32.706,TRUE
681,-119.701,36.789,TRUE
682,-147.779,64.827,TRUE
683,-88.054,44.498,TRUE
684,-94.542,39.045,TRUE
685,-147.543,64.806,TRUE
686,-118.029,34.079,TRUE
687,-74.992,44.668,TRUE
689,-86.28,39.836,TRUE
690,-121.272,38.134,TRUE
691,-118.114,33.955,TRUE
692,-75.393,39.834,TRUE
693,-105.062,39.958,TRUE
694,-86.26,33.178,TRUE
695,-84.092,35.965,TRUE
696,-91.927,41.469,TRUE
697,-95.77,34.933,TRUE
698,-95.305,29.003,TRUE
699,-87.88,36.969,TRUE
700,-117.019,34.884,TRUE
701,-89.953,29.93,TRUE
702,-118.438,34.23,TRUE
703,-80.453,25.727,TRUE
704,-118.267,34.132,TRUE
705,-92.445,31.268,TRUE
706,-103.802,44.305,TRUE
707,-84.426,43.886,TRUE
708,-84.419,37.386,TRUE
710,-87.388,36.077,TRUE
711,-89.749,30.284,TRUE
712,-88.212,31.623,TRUE
713,-78.875,38.48,TRUE
714,-85.791,39.522,TRUE
715,-96.775,32.895,TRUE
716,-121.844,36.622,TRUE
717,-121.844,36.622,TRUE
718,-81.424,29.184,TRUE
719,-81.844,28.076,TRUE
720,-95.632,33.657,TRUE
721,-119.207,36.295,TRUE
722,-86.496,30.523,TRUE
723,-122.389,40.481,TRUE
725,-111.884,40.742,TRUE
726,-96.637,33.178,TRUE
727,-76.83,39.468,TRUE
728,-81.271,36.718,TRUE
729,-75.573,39.745,TRUE
730,-80.374,25.584,TRUE
731,-104.694,38.704,TRUE
732,-93.134,44.923,TRUE
733,-81.509,41.099,TRUE
734,-112.589,34.416,TRUE
735,-87.717,41.897,TRUE
736,-91.125,30.507,TRUE
737,-103.367,32.951,TRUE
738,-118.259,34.025,TRUE
739,-85.267,34.961,TRUE
740,-97.278,33.167,TRUE
741,-117.066,32.562,TRUE
742,-92.419,45.347,TRUE
743,-103.214,44.072,TRUE
744,-93.296,45.872,TRUE
745,-81.214,37.826,TRUE
746,-110.233,31.467,TRUE
747,-122.862,45.493,TRUE
748,-101.883,35.057,TRUE
749,-117.403,34.097,TRUE
750,-118.466,34.187,TRUE
751,-87.62,34.789,TRUE
752,-87.713,41.867,TRUE
753,-97.202,32.817,TRUE
754,-74.269,40.573,TRUE
755,-81.436,41.042,TRUE
756,-97.413,35.45,TRUE
757,-121.894,36.603,TRUE
758,-80.109,26.668,TRUE
759,-76.88,39.195,TRUE
760,-116.819,33.477,TRUE
762,-72.419,41.285,TRUE
764,-85.244,43.446,TRUE
765,-88.093,41.805,TRUE
766,-117.285,34.108,TRUE
767,-93.229,30.174,TRUE
768,-82.308,34.949,TRUE
769,-102.442,31.867,TRUE
771,-90.45,31.591,TRUE
772,-84.76,34.178,TRUE
773,-87.415,39.413,TRUE
776,-86.955,31.434,TRUE
777,-80.413,25.507,TRUE
778,-82.864,39.922,TRUE
779,-115.259,36.129,TRUE
780,-81.71,41.421,TRUE
781,-122.187,47.707,TRUE
782,-122.415,37.779,TRUE
783,-95.465,29.849,TRUE
784,-117.916,34.031,TRUE
786,-88.41,33.511,TRUE
787,-95.363,29.786,TRUE
788,-120.92,37.667,TRUE
789,-76.749,39.973,TRUE
790,-80.082,26.758,TRUE
791,-119.769,36.803,TRUE
793,-85.578,38.227,TRUE
794,-117.159,32.714,TRUE
795,-107.166,33.251,TRUE
796,-90.031,30.409,TRUE
797,-91.713,41.97,TRUE
798,-115.496,32.665,TRUE
799,-119.462,36.351,TRUE
800,-85.63,42.857,TRUE
801,-93.746,32.518,TRUE
802,-121.337,38.639,TRUE
803,-82.86,37.284,TRUE
804,-117.34,34.019,TRUE
805,-81.943,26.739,TRUE
806,-116.464,33.809,TRUE
807,-82.044,39.898,TRUE
808,-88.095,42.583,TRUE
809,-151.283,60.287,TRUE
811,-84.601,34.5,TRUE
812,-77.389,39.408,TRUE
813,-77.027,38.983,TRUE
814,-82.516,28.03,TRUE
815,-81.111,32.061,TRUE
816,-117.224,32.726,TRUE
817,-88.438,34.039,TRUE
818,-81.566,30.318,TRUE
819,-122.998,44.885,TRUE
821,-87.552,35.551,TRUE
822,-85.365,36.669,TRUE
823,-96.628,32.81,TRUE
824,-95.489,29.976,TRUE
825,-95.251,35.798,TRUE
826,-95.495,29.984,TRUE
827,-83.031,29.675,TRUE
828,-104.818,38.838,TRUE
829,-85.36,32.61,TRUE
830,-94.376,44.891,TRUE
831,-124.155,40.806,TRUE
832,-116.407,44.813,TRUE
833,-76.968,38.855,TRUE
834,-92.05,31.125,TRUE
835,-93.256,37.239,TRUE
836,-95.356,29.733,TRUE
837,-120.425,37.365,TRUE
838,-117.239,32.797,TRUE
839,-79.941,39.634,TRUE
840,-96.431,36.409,TRUE
841,-90.341,38.538,TRUE
842,-80.02,32.964,TRUE
843,-122.698,45.53,TRUE
845,-80.04,34.981,TRUE
847,-99.453,27.603,TRUE
848,-80.675,38.592,TRUE
849,-121.914,37.255,TRUE
850,-118.512,34.212,TRUE
851,-121.848,39.717,TRUE
852,-104.832,39.958,TRUE
853,-112.778,45.098,TRUE
854,-104.878,38.909,TRUE
856,-122.421,37.748,TRUE
857,-81.734,33.57,TRUE
858,-76.677,39.343,TRUE
859,-122.053,37.384,TRUE
860,-88.874,35.957,TRUE
862,-81.395,32.172,TRUE
863,-117.4,34.005,TRUE
864,-122.166,37.754,TRUE
865,-75.179,40.028,TRUE
866,-93.301,44.992,TRUE
867,-78.954,35.259,TRUE
870,-80.397,25.576,TRUE
871,-81.052,33.976,TRUE
873,-84.723,31.432,TRUE
874,-74.357,39.611,TRUE
875,-97.839,32.638,TRUE
876,-80.252,25.897,TRUE
877,-86.411,42.09,TRUE
879,-80.352,27.438,TRUE
880,-76.924,38.895,TRUE
881,-117.027,34.898,TRUE
882,-84.742,33.918,TRUE
884,-96.512,33.853,TRUE
885,-117.436,34.063,TRUE
886,-119.796,39.501,TRUE
887,-105.017,39.711,TRUE
888,-83.066,39.947,TRUE
889,-97.402,27.726,TRUE
890,-93.252,45.041,TRUE
892,-115.137,36.122,TRUE
893,-93.337,37.24,TRUE
894,-109.293,34.116,TRUE
895,-93.278,37.05,TRUE
896,-121.624,39.752,TRUE
897,-93.501,36.532,TRUE
898,-96.546,32.642,TRUE
899,-84.571,40.55,TRUE
900,-94.578,39.758,TRUE
901,-112.298,33.593,TRUE
902,-119.021,35.375,TRUE
905,-84.387,33.779,TRUE
906,-103.163,31.74,TRUE
907,-68.817,44.789,TRUE
908,-118.082,33.917,TRUE
909,-105.037,39.755,TRUE
910,-117.29,34.108,TRUE
911,-117.248,34.077,TRUE
912,-122.397,37.721,TRUE
913,-98.585,29.185,TRUE
914,-107.734,32.256,TRUE
915,-102.074,41.063,TRUE
916,-80.007,40.43,TRUE
917,-111.673,33.466,TRUE
918,-96.955,32.807,TRUE
919,-88.466,44.187,TRUE
920,-90.239,38.811,TRUE
921,-116.251,33.698,TRUE
922,-80.141,25.788,TRUE
923,-122.332,47.606,TRUE
924,-81.498,41.541,TRUE
925,-105.752,41.322,TRUE
926,-73.879,40.924,TRUE
927,-81.735,41.486,TRUE
928,-86.224,37.567,TRUE
929,-95.317,36.308,TRUE
930,-86.198,39.741,TRUE
931,-82.284,34.917,TRUE
932,-121.791,36.674,TRUE
934,-110.875,32.309,TRUE
935,-86.028,39.827,TRUE
936,-85.307,34.989,TRUE
937,-118.209,33.917,TRUE
938,-97.488,34.233,TRUE
939,-75.182,40.991,TRUE
942,-97.101,32.728,TRUE
943,-97.133,33.215,TRUE
944,-122.762,47.002,TRUE
